[CLS] 이 ##예 ##걸 [SEP]	-100 SS_NAME-B SS_NAME-I SS_NAME-I -100
[CLS] 도 ##은 ##난 [SEP]	-100 SS_NAME-B SS_NAME-I SS_NAME-I -100
[CLS] 김순 ##자 [SEP]	-100 SS_NAME-B SS_NAME-I -100
[CLS] 장 ##순 ##남 [SEP]	-100 SS_NAME-B SS_NAME-I SS_NAME-I -100
[CLS] 송 ##말 ##순 [SEP]	-100 SS_NAME-B SS_NAME-I SS_NAME-I -100
[CLS] 김재 ##수 [SEP]	-100 SS_NAME-B SS_NAME-I -100
[CLS] 43 이경 ##숙 [SEP]	-100 SS_AGE-B SS_NAME-B SS_NAME-I -100
[CLS] 이번 부산 ##지역 선거 ##는 사하 ##을 ##에 3 ##선 ##에 도전 ##하 ##는 민주 ##통 ##합 ##당 ##의 조경 ##태 후보 ##에 맞서 ##는 안 ##준 ##태 부산시 부시장 출신 후보 , 낙동강 전선 ##이 ##라 이름 ##지어 ##진 사상 ##구 문재인 대권 ##주 ##자 선두 ##권 [SEP]	-100 O AD_CITY-B O O O AD_CITY-B O O O O O O O O SS_BRAND-B SS_BRAND-I SS_BRAND-I SS_BRAND-I O SS_NAME-B SS_NAME-I O O O O SS_NAME-B SS_NAME-I SS_NAME-I AD_CITY-B O O O O O O O O O O O AD_CITY-B AD_CITY-I SS_NAME-B O O O O O -100
[CLS] 이종 ##철 ( 1944 ##년 ##생 ) 현 남구 ##청 ##장 , 부산 ##광역 ##시 ##의 ##회 의원 ( 3 , 4 ##대 ) [SEP]	-100 SS_NAME-B SS_NAME-I O SS_AGE-B SS_AGE-I SS_AGE-I O O SS_BRAND-B SS_BRAND-I O O SS_BRAND-B SS_BRAND-I SS_BRAND-I SS_BRAND-I SS_BRAND-I O O O O O O O -100
[CLS] 김성수 ( 1961 ##년 ##생 ) 법무 ##사 , 법원 ##서 ##기 ##관 퇴직 , 국민 ##권 ##익 ##위원회 전문 ##상 ##담 ##위원 [SEP]	-100 SS_NAME-B O SS_AGE-B SS_AGE-I SS_AGE-I O O O O SS_BRAND-B O O O O O SS_BRAND-B SS_BRAND-I SS_BRAND-I SS_BRAND-I O O O O -100
[CLS] 송 ##순 ##임 ( 1956 ##년 ##생 ) 남구 ##의 ##회 총무 ##위원 ##장 , 대 ##천 ##유 ##치 ##원 ##장 [SEP]	-100 SS_NAME-B SS_NAME-I SS_NAME-I O SS_AGE-B SS_AGE-I SS_AGE-I O SS_BRAND-B SS_BRAND-I SS_BRAND-I O O O O SS_BRAND-B SS_BRAND-I SS_BRAND-I SS_BRAND-I SS_BRAND-I O -100
[CLS] 배수 ##태 ( 1949 ##년 ##생 ) 부산 ##광역 ##시 남구 부 ##구 ##청 ##장 ( 전 ) , 부산 ##광역 ##시 ##체육회 [SEP]	-100 SS_NAME-B SS_NAME-I O SS_AGE-B SS_AGE-I SS_AGE-I O SS_BRAND-B SS_BRAND-I SS_BRAND-I SS_BRAND-I O SS_BRAND-I SS_BRAND-I O O O O O SS_BRAND-B SS_BRAND-I SS_BRAND-I SS_BRAND-I -100
